date,amount,category,type,note
2026-02-05 23:07:05,296000.0,Ăn uống,Chi tiêu,Trà sữa
2026-02-06 01:41:07,364000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-02-06 02:13:36,197000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-06 02:13:48,9901000.0,Thưởng,Thu nhập,Thưởng dự án
2026-02-06 02:51:08,2160000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-06 03:38:54,726000.0,Khác,Chi tiêu,Thuốc men
2026-02-06 04:18:47,170000.0,Di chuyển,Chi tiêu,Rửa xe
2026-02-06 05:46:38,2572000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-06 12:12:33,1544000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-06 14:06:20,331000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-02-06 22:52:58,759000.0,Giải trí,Chi tiêu,Du lịch
2026-02-06 23:06:51,2849000.0,Tiền thuê,Chi tiêu,Internet
2026-02-07 00:34:47,688000.0,Khác,Chi tiêu,Cắt tóc
2026-02-07 10:23:14,299000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-02-07 10:36:40,222000.0,Ăn uống,Chi tiêu,Trà sữa
2026-02-07 11:06:18,156000.0,Di chuyển,Chi tiêu,Sửa xe
2026-02-07 12:23:35,1468000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-07 13:57:01,4538000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-07 14:18:37,472000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-02-07 16:01:08,119000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-02-08 02:20:52,681000.0,Khác,Chi tiêu,Cắt tóc
2026-02-08 04:39:52,452000.0,Khác,Chi tiêu,Cắt tóc
2026-02-08 11:29:50,408000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-02-08 16:48:03,473000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-02-08 18:18:05,4267000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-08 22:46:46,142000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-02-09 03:02:09,4367000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-09 05:37:06,423000.0,Giải trí,Chi tiêu,Sách báo
2026-02-09 10:11:56,2896000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-09 11:59:16,3283000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-09 15:14:20,417000.0,Giải trí,Chi tiêu,Đồ chơi
2026-02-09 15:22:46,324000.0,Ăn uống,Chi tiêu,Cà phê
2026-02-09 15:37:01,3261000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-09 15:59:37,1833000.0,Thưởng,Thu nhập,Thưởng Tết
2026-02-09 17:40:38,894000.0,Giải trí,Chi tiêu,Mua sắm
2026-02-09 21:19:12,778000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-02-09 22:25:14,6861000.0,Thưởng,Thu nhập,Thưởng KPI
2026-02-09 22:52:23,830000.0,Khác,Chi tiêu,Cắt tóc
2026-02-10 06:56:32,1459000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-02-10 09:49:22,755000.0,Khác,Chi tiêu,Cắt tóc
2026-02-10 12:51:21,591000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-02-10 13:15:19,1735000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-10 19:11:06,4304000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-10 21:11:16,740000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-10 22:34:56,692000.0,Khác,Chi tiêu,Phí ngân hàng
2026-02-11 00:06:27,176000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-02-11 01:35:55,1058000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-02-11 05:17:09,9521000.0,Thưởng,Thu nhập,Thưởng KPI
2026-02-11 10:07:33,638000.0,Khác,Chi tiêu,Đồ gia dụng
2026-02-11 17:40:17,238000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-02-11 23:59:36,1890000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-02-12 01:03:39,20000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-02-12 01:55:25,32000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-02-12 03:05:11,817000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-02-12 08:21:45,764000.0,Giải trí,Chi tiêu,Game
2026-02-12 09:56:54,2815000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-12 14:09:44,572000.0,Giải trí,Chi tiêu,Đồ chơi
2026-02-12 23:50:01,521000.0,Giải trí,Chi tiêu,Xem phim
2026-02-13 07:10:51,268000.0,Giải trí,Chi tiêu,Sách báo
2026-02-13 07:16:18,2406000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-13 14:17:47,1428000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-02-13 15:57:49,86000.0,Giải trí,Chi tiêu,Mua sắm
2026-02-13 17:48:19,8451000.0,Thưởng,Thu nhập,Thưởng dự án
2026-02-13 18:55:01,177000.0,Di chuyển,Chi tiêu,Sửa xe
2026-02-13 19:39:45,31000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-02-13 21:01:13,424000.0,Giải trí,Chi tiêu,Du lịch
2026-02-13 23:05:45,639000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-02-14 00:35:02,157000.0,Giải trí,Chi tiêu,Xem phim
2026-02-14 01:43:31,4721000.0,Thưởng,Thu nhập,Thưởng dự án
2026-02-14 03:18:15,503000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-14 10:04:44,3769000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-02-14 15:26:30,2824000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-14 16:24:44,26660000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-02-14 21:25:37,297000.0,Ăn uống,Chi tiêu,Ăn tối
2026-02-15 00:37:04,325000.0,Giải trí,Chi tiêu,Du lịch
2026-02-15 02:58:02,3139000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-15 03:26:59,7715000.0,Thưởng,Thu nhập,Thưởng Tết
2026-02-15 12:48:11,173000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-02-15 15:16:03,236000.0,Giải trí,Chi tiêu,Du lịch
2026-02-15 16:03:20,92000.0,Khác,Chi tiêu,Thuốc men
2026-02-15 18:26:43,163000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-02-15 18:30:59,477000.0,Giải trí,Chi tiêu,Sách báo
2026-02-16 00:09:12,3916000.0,Tiền thuê,Chi tiêu,Internet
2026-02-16 00:37:51,3767000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-16 02:05:33,412000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-02-16 02:32:22,152000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-02-16 04:08:05,866000.0,Khác,Chi tiêu,Quà tặng
2026-02-16 16:23:45,861000.0,Giải trí,Chi tiêu,Đồ chơi
2026-02-16 16:25:26,3119000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-16 18:40:15,3743000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-16 23:10:18,27199000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-02-17 03:41:51,922000.0,Giải trí,Chi tiêu,Du lịch
2026-02-17 06:45:23,466000.0,Ăn uống,Chi tiêu,Ăn tối
2026-02-17 11:43:14,25600000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-02-17 12:48:32,13042000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-02-17 15:36:55,511000.0,Giải trí,Chi tiêu,Xem phim
2026-02-17 16:43:57,71000.0,Di chuyển,Chi tiêu,Thay dầu
2026-02-17 19:47:06,684000.0,Giải trí,Chi tiêu,Xem phim
2026-02-17 22:22:45,801000.0,Giải trí,Chi tiêu,Xem phim
2026-02-17 23:44:18,2889000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-18 05:45:05,961000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-02-18 10:31:49,535000.0,Giải trí,Chi tiêu,Du lịch
2026-02-18 13:25:29,1512000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-02-18 18:44:09,6140000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-02-18 22:44:10,753000.0,Khác,Chi tiêu,Cắt tóc
2026-02-18 23:11:04,259000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-02-18 23:53:26,14978000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-02-19 00:48:04,7560000.0,Thưởng,Thu nhập,Thưởng Tết
2026-02-19 01:13:24,643000.0,Khác,Chi tiêu,Cắt tóc
2026-02-19 03:48:07,104000.0,Di chuyển,Chi tiêu,Thay dầu
2026-02-19 07:03:59,4218000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-19 07:22:40,3833000.0,Tiền thuê,Chi tiêu,Internet
2026-02-19 07:38:11,7808000.0,Thưởng,Thu nhập,Thưởng Tết
2026-02-19 12:57:20,22820000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-02-19 13:02:13,3918000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-19 18:08:00,130000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-02-19 18:30:03,4342000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-19 22:45:48,131000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-02-20 02:29:29,2174000.0,Thưởng,Thu nhập,Thưởng Tết
2026-02-20 05:35:11,81000.0,Di chuyển,Chi tiêu,Rửa xe
2026-02-20 09:33:12,254000.0,Giải trí,Chi tiêu,Sách báo
2026-02-20 10:04:05,2754000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-20 12:40:44,337000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-02-20 12:57:04,11421000.0,Tiền lương,Thu nhập,Lương tháng
2026-02-20 16:02:27,660000.0,Khác,Chi tiêu,Khám bệnh
2026-02-20 21:54:21,9497000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-02-21 03:54:41,761000.0,Khác,Chi tiêu,Quà tặng
2026-02-21 04:38:04,279000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-02-21 10:24:22,887000.0,Khác,Chi tiêu,Thuốc men
2026-02-21 14:35:23,277000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-02-21 16:57:32,1713000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-02-22 11:01:28,490000.0,Khác,Chi tiêu,Phí ngân hàng
2026-02-22 18:04:24,11798000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-02-22 22:07:55,2156000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-02-23 00:01:38,376000.0,Giải trí,Chi tiêu,Sách báo
2026-02-23 12:16:55,148000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-02-23 18:01:37,904000.0,Khác,Chi tiêu,Cắt tóc
2026-02-23 19:48:06,731000.0,Giải trí,Chi tiêu,Sách báo
2026-02-24 08:06:59,304000.0,Ăn uống,Chi tiêu,Cà phê
2026-02-24 23:15:12,2054000.0,Thưởng,Thu nhập,Thưởng dự án
2026-02-25 00:51:09,85000.0,Di chuyển,Chi tiêu,Rửa xe
2026-02-25 02:10:41,914000.0,Khác,Chi tiêu,Cắt tóc
2026-02-25 06:17:47,175000.0,Ăn uống,Chi tiêu,Cà phê
2026-02-25 13:47:38,54000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-02-25 20:53:03,740000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-02-26 01:58:40,129000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-02-26 05:20:22,193000.0,Di chuyển,Chi tiêu,Rửa xe
2026-02-26 07:22:17,27814000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-02-26 07:36:26,595000.0,Giải trí,Chi tiêu,Mua sắm
2026-02-26 08:29:47,6955000.0,Thưởng,Thu nhập,Thưởng dự án
2026-02-26 23:09:47,143000.0,Di chuyển,Chi tiêu,Rửa xe
2026-02-26 23:49:52,2030000.0,Tiền thuê,Chi tiêu,Điện nước
2026-02-27 00:25:11,10173000.0,Tiền lương,Thu nhập,Lương tháng
2026-02-27 00:34:14,14000.0,Di chuyển,Chi tiêu,Sửa xe
2026-02-27 00:45:54,677000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-02-27 03:20:03,74000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-02-27 04:45:27,3254000.0,Thưởng,Thu nhập,Thưởng KPI
2026-02-27 08:19:16,4588000.0,Tiền thuê,Chi tiêu,Internet
2026-02-27 08:52:32,80000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-02-27 22:54:00,96000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-02-27 23:45:54,113000.0,Giải trí,Chi tiêu,Sách báo
2026-02-28 04:17:09,189000.0,Di chuyển,Chi tiêu,Sửa xe
2026-02-28 07:23:08,78000.0,Di chuyển,Chi tiêu,Thay dầu
2026-02-28 08:52:54,62000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-02-28 09:37:37,5661000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-02-28 12:17:11,4290000.0,Tiền thuê,Chi tiêu,Internet
2026-02-28 12:39:40,3937000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-02-28 14:36:17,4211000.0,Tiền thuê,Chi tiêu,Internet
2026-02-28 22:11:18,107000.0,Di chuyển,Chi tiêu,Thay dầu
2026-03-01 02:59:41,114000.0,Giải trí,Chi tiêu,Game
2026-03-01 12:48:09,258000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-02 00:10:22,1979000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-03-02 05:38:17,2920000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-02 07:17:31,3959000.0,Thưởng,Thu nhập,Thưởng KPI
2026-03-02 14:12:10,310000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-02 19:39:45,414000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-02 22:27:22,13103000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-03-02 23:00:23,109000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-03-03 16:19:26,107000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-03 18:01:03,526000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-03-03 22:01:55,3923000.0,Tiền thuê,Chi tiêu,Internet
2026-03-03 22:42:23,942000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-03-03 23:15:31,784000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-03-04 02:56:44,10863000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-03-04 07:12:44,172000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-03-04 19:06:13,1037000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-03-05 04:34:32,327000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-03-05 05:40:01,61000.0,Di chuyển,Chi tiêu,Thay dầu
2026-03-05 10:22:05,209000.0,Ăn uống,Chi tiêu,Trà sữa
2026-03-05 11:17:52,2446000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-05 12:09:14,172000.0,Giải trí,Chi tiêu,Sách báo
2026-03-05 15:05:27,192000.0,Giải trí,Chi tiêu,Mua sắm
2026-03-05 16:15:09,140000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-03-05 18:27:04,279000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-06 05:14:11,12000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-03-06 13:58:16,469000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-06 17:41:07,23000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-03-06 18:29:52,995000.0,Giải trí,Chi tiêu,Mua sắm
2026-03-06 21:27:11,338000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-06 23:12:43,402000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-07 00:16:52,25000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-03-07 00:19:53,924000.0,Khác,Chi tiêu,Cắt tóc
2026-03-07 05:37:33,207000.0,Khác,Chi tiêu,Quà tặng
2026-03-07 06:06:35,943000.0,Khác,Chi tiêu,Đồ gia dụng
2026-03-07 20:12:34,790000.0,Giải trí,Chi tiêu,Game
2026-03-07 21:59:28,858000.0,Giải trí,Chi tiêu,Đồ chơi
2026-03-08 06:43:25,493000.0,Giải trí,Chi tiêu,Game
2026-03-08 15:29:00,807000.0,Giải trí,Chi tiêu,Sách báo
2026-03-08 19:46:38,336000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-03-08 22:40:34,17944000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-03-09 00:54:46,280000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-03-09 03:07:48,759000.0,Khác,Chi tiêu,Thuốc men
2026-03-09 07:23:57,2114000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-09 08:32:32,176000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-03-09 11:14:44,79000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-09 14:28:17,3165000.0,Tiền thuê,Chi tiêu,Internet
2026-03-09 14:43:04,449000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-03-09 18:48:51,36000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-09 18:56:10,1784000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-03-09 22:30:11,720000.0,Giải trí,Chi tiêu,Du lịch
2026-03-10 04:38:51,3008000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-10 06:32:39,712000.0,Giải trí,Chi tiêu,Game
2026-03-10 13:53:13,21000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-03-10 13:56:23,216000.0,Giải trí,Chi tiêu,Xem phim
2026-03-10 19:36:24,55000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-03-10 20:03:38,4661000.0,Thưởng,Thu nhập,Thưởng Tết
2026-03-11 00:47:26,59000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-03-11 03:30:23,124000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-11 17:49:42,41000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-12 03:04:29,110000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-03-12 10:15:37,669000.0,Giải trí,Chi tiêu,Mua sắm
2026-03-12 13:03:21,4737000.0,Tiền thuê,Chi tiêu,Internet
2026-03-12 22:40:39,3260000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-12 23:54:53,113000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-13 00:43:18,77000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-13 02:45:48,673000.0,Khác,Chi tiêu,Cắt tóc
2026-03-13 04:11:01,4752000.0,Thưởng,Thu nhập,Thưởng KPI
2026-03-13 09:18:09,279000.0,Khác,Chi tiêu,Phí ngân hàng
2026-03-13 15:23:35,179000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-13 20:15:52,4248000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-13 23:53:04,400000.0,Ăn uống,Chi tiêu,Trà sữa
2026-03-14 01:53:51,353000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-03-14 04:17:44,43000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-03-14 04:34:55,2046000.0,Tiền thuê,Chi tiêu,Internet
2026-03-14 07:08:23,56000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-14 13:42:22,350000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-14 14:47:48,7460000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-03-14 15:35:12,6526000.0,Thưởng,Thu nhập,Thưởng Tết
2026-03-14 17:37:24,23712000.0,Tiền lương,Thu nhập,Lương tháng
2026-03-14 21:30:15,721000.0,Khác,Chi tiêu,Cắt tóc
2026-03-14 22:32:12,972000.0,Giải trí,Chi tiêu,Game
2026-03-15 00:42:07,214000.0,Khác,Chi tiêu,Quà tặng
2026-03-15 02:44:54,645000.0,Giải trí,Chi tiêu,Du lịch
2026-03-15 03:34:38,1336000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-03-15 03:51:34,47000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-03-15 07:34:45,51000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-03-15 08:48:57,199000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-03-15 10:30:13,163000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-03-15 13:29:04,2241000.0,Tiền thuê,Chi tiêu,Internet
2026-03-15 16:52:26,36000.0,Di chuyển,Chi tiêu,Sửa xe
2026-03-15 23:08:29,2472000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-16 11:46:24,756000.0,Khác,Chi tiêu,Đồ gia dụng
2026-03-16 13:59:29,138000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-03-16 21:36:31,152000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-03-16 22:11:27,209000.0,Giải trí,Chi tiêu,Sách báo
2026-03-17 02:18:23,956000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-03-17 02:31:56,29623000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-03-17 02:33:10,462000.0,Khác,Chi tiêu,Đồ gia dụng
2026-03-17 04:19:33,649000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-03-17 06:36:43,203000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-03-17 10:10:07,82000.0,Khác,Chi tiêu,Thuốc men
2026-03-17 11:21:23,447000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-03-17 13:56:36,9105000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-03-17 18:45:20,1608000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-03-17 21:01:18,74000.0,Ăn uống,Chi tiêu,Trà sữa
2026-03-18 19:58:45,153000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-03-18 20:28:38,3073000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-18 22:13:33,3513000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-18 22:29:55,3137000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-18 22:49:30,10841000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-03-19 00:16:36,3573000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-19 07:09:35,2367000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-19 12:18:40,238000.0,Giải trí,Chi tiêu,Sách báo
2026-03-19 15:34:55,137000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-19 20:10:18,878000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-03-20 01:44:10,3609000.0,Tiền thuê,Chi tiêu,Internet
2026-03-20 12:07:34,1162000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-03-20 15:01:59,154000.0,Khác,Chi tiêu,Quà tặng
2026-03-20 15:55:11,63000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-03-21 08:25:53,236000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-21 08:57:49,184000.0,Di chuyển,Chi tiêu,Thay dầu
2026-03-21 21:42:35,887000.0,Giải trí,Chi tiêu,Mua sắm
2026-03-22 07:42:05,147000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-22 09:58:25,414000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-03-22 10:22:13,662000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-03-22 11:18:26,2515000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-22 14:58:45,234000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-03-22 16:15:26,3062000.0,Tiền thuê,Chi tiêu,Internet
2026-03-22 21:46:43,81000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-03-22 21:50:50,758000.0,Giải trí,Chi tiêu,Du lịch
2026-03-23 07:48:06,83000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-03-23 10:23:10,318000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-23 11:01:57,239000.0,Giải trí,Chi tiêu,Game
2026-03-23 16:58:46,13460000.0,Tiền lương,Thu nhập,Lương tháng
2026-03-23 17:34:43,28454000.0,Tiền lương,Thu nhập,Lương tháng
2026-03-23 17:55:33,14566000.0,Tiền lương,Thu nhập,Lương tháng
2026-03-23 18:14:58,317000.0,Ăn uống,Chi tiêu,Cà phê
2026-03-23 18:48:48,3680000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-03-23 23:15:03,11499000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-03-24 01:00:07,805000.0,Khác,Chi tiêu,Khám bệnh
2026-03-24 09:13:24,898000.0,Khác,Chi tiêu,Thuốc men
2026-03-24 13:43:22,127000.0,Khác,Chi tiêu,Thuốc men
2026-03-24 16:58:58,2137000.0,Tiền thuê,Chi tiêu,Điện nước
2026-03-24 19:22:46,186000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-03-25 06:54:37,3618000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-25 10:06:07,297000.0,Giải trí,Chi tiêu,Sách báo
2026-03-25 13:54:01,4750000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-25 15:06:08,216000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-25 21:32:10,11446000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-03-25 22:00:47,358000.0,Ăn uống,Chi tiêu,Cà phê
2026-03-26 00:44:08,478000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-26 01:52:54,23307000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-03-26 03:09:52,5287000.0,Thưởng,Thu nhập,Thưởng KPI
2026-03-26 16:03:40,597000.0,Khác,Chi tiêu,Đồ gia dụng
2026-03-26 16:58:43,660000.0,Khác,Chi tiêu,Khám bệnh
2026-03-26 17:01:24,975000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-03-26 19:13:27,154000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-03-26 20:07:10,225000.0,Giải trí,Chi tiêu,Sách báo
2026-03-26 20:36:25,410000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-27 09:12:25,152000.0,Di chuyển,Chi tiêu,Rửa xe
2026-03-27 10:00:43,21555000.0,Tiền lương,Thu nhập,Lương tháng
2026-03-27 13:05:53,149000.0,Giải trí,Chi tiêu,Game
2026-03-27 15:03:37,164000.0,Khác,Chi tiêu,Cắt tóc
2026-03-27 16:11:10,2481000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-03-27 18:45:54,68000.0,Giải trí,Chi tiêu,Xem phim
2026-03-28 02:08:42,399000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-03-28 02:14:36,50000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-03-28 17:40:23,740000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-03-28 18:30:41,175000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
